127.0.0.1 - - [29/Mar/2022:19:53:04 +0530] "GET / HTTP/1.1" 404 751
127.0.0.1 - - [29/Mar/2022:19:53:15 +0530] "GET /viporgfarm/finalVIP/start_page.html HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:53:19 +0530] "GET /viporgfarm/finalVIP/images/img/img-1.PNG HTTP/1.1" 404 807
127.0.0.1 - - [29/Mar/2022:19:53:21 +0530] "GET /viporgfarm/finalVIP/images/farmer.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:53:26 +0530] "GET /favicon.ico HTTP/1.1" 404 762
127.0.0.1 - - [29/Mar/2022:19:56:59 +0530] "GET /viporgfarm/finalVIP/loginvip.jsp HTTP/1.1" 200 7812
127.0.0.1 - - [29/Mar/2022:19:57:20 +0530] "GET /viporgfarm/finalVIP/aloginvip.jsp?email=dneha2222%40gmail.com&password=1234 HTTP/1.1" 302 -
127.0.0.1 - - [29/Mar/2022:19:57:23 +0530] "GET /viporgfarm/finalVIP/main_page.jsp HTTP/1.1" 200 13915
127.0.0.1 - - [29/Mar/2022:19:57:23 +0530] "GET /viporgfarm/finalVIP/css/responsive-style.css HTTP/1.1" 404 807
127.0.0.1 - - [29/Mar/2022:19:57:23 +0530] "GET /viporgfarm/finalVIP/images/css/style1.css HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:57:23 +0530] "GET /viporgfarm/finalVIP/images/bg7.jpeg HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:57:29 +0530] "GET /viporgfarm/Image-Uploader-master/Index.html HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:57:29 +0530] "GET /viporgfarm/Image-Uploader-master/style.css HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:57:29 +0530] "GET /viporgfarm/Image-Uploader-master/main.js HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:57:29 +0530] "GET /viporgfarm/Image-Uploader-master/logo.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:57:50 +0530] "GET /viporgfarm/Image-Uploader-master/upload/covid19.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:57:50 +0530] "GET /viporgfarm/Image-Uploader-master/upload/photo_2020-05-16_20-11-25.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:57:50 +0530] "GET /viporgfarm/Image-Uploader-master/upload/aws.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:57:50 +0530] "GET /viporgfarm/Image-Uploader-master/upload/Certificate%201-02_Data%20Set%201_Data%20Set%201_Data%20Set%201_Data%20Set%2068.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:57:55 +0530] "GET /viporgfarm/finalVIP/main_page.jsp HTTP/1.1" 200 13915
127.0.0.1 - - [29/Mar/2022:19:57:55 +0530] "GET /viporgfarm/finalVIP/css/responsive-style.css HTTP/1.1" 404 807
127.0.0.1 - - [29/Mar/2022:19:57:58 +0530] "GET /viporgfarm/finalVIP/health_schemes.html HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:57:58 +0530] "GET /viporgfarm/finalVIP/css/responsive-style.css HTTP/1.1" 404 807
127.0.0.1 - - [29/Mar/2022:19:58:02 +0530] "GET /viporgfarm/finalVIP/main_page.jsp HTTP/1.1" 200 13915
127.0.0.1 - - [29/Mar/2022:19:58:02 +0530] "GET /viporgfarm/finalVIP/css/responsive-style.css HTTP/1.1" 404 807
127.0.0.1 - - [29/Mar/2022:19:58:29 +0530] "GET /viporgfarm/finalVIP/main_page.jsp HTTP/1.1" 200 13915
127.0.0.1 - - [29/Mar/2022:19:58:29 +0530] "GET /viporgfarm/finalVIP/css/responsive-style.css HTTP/1.1" 404 807
127.0.0.1 - - [29/Mar/2022:19:58:32 +0530] "GET /viporgfarm/finalVIP/farmerschemes.html HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:34 +0530] "GET /viporgfarm/finalVIP/main_page.jsp HTTP/1.1" 200 13915
127.0.0.1 - - [29/Mar/2022:19:58:34 +0530] "GET /viporgfarm/finalVIP/css/responsive-style.css HTTP/1.1" 404 807
127.0.0.1 - - [29/Mar/2022:19:58:37 +0530] "GET /viporgfarm/firstpage.jsp HTTP/1.1" 200 18558
127.0.0.1 - - [29/Mar/2022:19:58:37 +0530] "GET /viporgfarm/css/style.css HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:37 +0530] "GET /viporgfarm/css/responsive-style.css HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:37 +0530] "GET /viporgfarm/js/main.js HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:37 +0530] "GET /viporgfarm/images/Viplogo.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:37 +0530] "GET /viporgfarm/images/organicLogo.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:37 +0530] "GET /viporgfarm/images/img/wheat-sack%20(1).png HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:37 +0530] "GET /viporgfarm/images/img/fruits.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:37 +0530] "GET /viporgfarm/images/img/nuts%20(1).png HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:37 +0530] "GET /viporgfarm/images/img/vegetable.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:37 +0530] "GET /viporgfarm/images/img/spicy-food%20(1).png HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:37 +0530] "GET /viporgfarm/images/img/olive-oil%20(1).png HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:37 +0530] "GET /viporgfarm/images/img/img-1.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:37 +0530] "GET /viporgfarm/images/img/img-2.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:37 +0530] "GET /viporgfarm/images/img/img-3.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:37 +0530] "GET /viporgfarm/images/img/img-4.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:37 +0530] "GET /viporgfarm/images/review/boy%20(1).png HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:37 +0530] "GET /viporgfarm/images/img/img-5.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:37 +0530] "GET /viporgfarm/images/bg/bg-4.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:37 +0530] "GET /viporgfarm/images/review/girl%20(1).png HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:37 +0530] "GET /viporgfarm/images/review/aunt%20(1).png HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:40 +0530] "GET /viporgfarm/grainsforshow.jsp HTTP/1.1" 200 9871
127.0.0.1 - - [29/Mar/2022:19:58:40 +0530] "GET /viporgfarm/css/style1.css HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:40 +0530] "GET /viporgfarm/images/grains/g5.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:40 +0530] "GET /viporgfarm/images/grains/g2.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:40 +0530] "GET /viporgfarm/images/grains/g3.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:41 +0530] "GET /viporgfarm/images/grains/g4.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:41 +0530] "GET /viporgfarm/images/grains/g1.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:41 +0530] "GET /viporgfarm/images/grains/g6.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:42 +0530] "GET /viporgfarm/dryforshow.jsp HTTP/1.1" 200 9878
127.0.0.1 - - [29/Mar/2022:19:58:42 +0530] "GET /viporgfarm/images/img/dry/d5.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:42 +0530] "GET /viporgfarm/images/img/dry/d1.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:42 +0530] "GET /viporgfarm/images/img/dry/d4.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:42 +0530] "GET /viporgfarm/images/img/dry/d3.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:42 +0530] "GET /viporgfarm/images/img/dry/d2.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:42 +0530] "GET /viporgfarm/images/img/dry/d6.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:43 +0530] "GET /viporgfarm/oilforshow.jsp HTTP/1.1" 200 9854
127.0.0.1 - - [29/Mar/2022:19:58:44 +0530] "GET /viporgfarm/spicesforshow.jsp HTTP/1.1" 200 9896
127.0.0.1 - - [29/Mar/2022:19:58:44 +0530] "GET /viporgfarm/images/img/spices/s3.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:44 +0530] "GET /viporgfarm/images/img/spices/s2.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:44 +0530] "GET /viporgfarm/images/img/spices/s1.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:44 +0530] "GET /viporgfarm/images/img/spices/s4.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:44 +0530] "GET /viporgfarm/images/img/spices/s5.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:44 +0530] "GET /viporgfarm/images/img/spices/s6.PNG HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:46 +0530] "GET /viporgfarm/login.jsp HTTP/1.1" 200 3472
127.0.0.1 - - [29/Mar/2022:19:58:46 +0530] "GET /viporgfarm/css/logincss.css HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:58:47 +0530] "GET /viporgfarm/images/organiclogin1.jpg HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:59:02 +0530] "POST /viporgfarm/loginAction.jsp HTTP/1.1" 302 -
127.0.0.1 - - [29/Mar/2022:19:59:02 +0530] "GET /viporgfarm/homepage.jsp HTTP/1.1" 200 18451
127.0.0.1 - - [29/Mar/2022:19:59:10 +0530] "GET /viporgfarm/proddry.jsp HTTP/1.1" 200 10700
127.0.0.1 - - [29/Mar/2022:19:59:13 +0530] "GET /viporgfarm/dryAction.jsp?id=132 HTTP/1.1" 302 -
127.0.0.1 - - [29/Mar/2022:19:59:14 +0530] "GET /viporgfarm/proddry.jsp?msg=added HTTP/1.1" 200 10777
127.0.0.1 - - [29/Mar/2022:19:59:15 +0530] "GET /viporgfarm/dryAction.jsp?id=133 HTTP/1.1" 302 -
127.0.0.1 - - [29/Mar/2022:19:59:16 +0530] "GET /viporgfarm/proddry.jsp?msg=added HTTP/1.1" 200 10777
127.0.0.1 - - [29/Mar/2022:19:59:18 +0530] "GET /viporgfarm/myCart.jsp HTTP/1.1" 200 4305
127.0.0.1 - - [29/Mar/2022:19:59:18 +0530] "GET /viporgfarm/css/cartstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:59:18 +0530] "GET /viporgfarm/css/yourcartcss.css HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:59:21 +0530] "GET /viporgfarm/QuantityAction.jsp?id=132&quantity=inc HTTP/1.1" 302 -
127.0.0.1 - - [29/Mar/2022:19:59:21 +0530] "GET /viporgfarm/myCart.jsp?msg=inc HTTP/1.1" 200 4403
127.0.0.1 - - [29/Mar/2022:19:59:22 +0530] "GET /viporgfarm/QuantityAction.jsp?id=133&quantity=inc HTTP/1.1" 302 -
127.0.0.1 - - [29/Mar/2022:19:59:22 +0530] "GET /viporgfarm/myCart.jsp?msg=inc HTTP/1.1" 200 4403
127.0.0.1 - - [29/Mar/2022:19:59:24 +0530] "GET /viporgfarm/removepage.jsp?id=133 HTTP/1.1" 302 -
127.0.0.1 - - [29/Mar/2022:19:59:25 +0530] "GET /viporgfarm/myCart.jsp?msg=removed HTTP/1.1" 200 3996
127.0.0.1 - - [29/Mar/2022:19:59:26 +0530] "GET /viporgfarm/addressPaymentForOrder.jsp HTTP/1.1" 200 7013
127.0.0.1 - - [29/Mar/2022:19:59:26 +0530] "GET /css/responsive-style.css HTTP/1.1" 404 779
127.0.0.1 - - [29/Mar/2022:19:59:26 +0530] "GET /css/style.css HTTP/1.1" 404 768
127.0.0.1 - - [29/Mar/2022:19:59:26 +0530] "GET /viporgfarm/images/qr_code.png HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:19:59:42 +0530] "POST /viporgfarm/addresspaymentpage.jsp HTTP/1.1" 302 -
127.0.0.1 - - [29/Mar/2022:19:59:43 +0530] "GET /viporgfarm/bill.jsp HTTP/1.1" 200 7521
127.0.0.1 - - [29/Mar/2022:19:59:43 +0530] "GET /css/responsive-style.css HTTP/1.1" 404 779
127.0.0.1 - - [29/Mar/2022:19:59:43 +0530] "GET /css/style.css HTTP/1.1" 404 768
127.0.0.1 - - [29/Mar/2022:19:59:43 +0530] "GET /viporgfarm/images/check-mark%20(1).png HTTP/1.1" 304 -
127.0.0.1 - - [29/Mar/2022:20:01:32 +0530] "GET /viporgfarm/continueShopping.jsp HTTP/1.1" 302 -
127.0.0.1 - - [29/Mar/2022:20:01:32 +0530] "GET /viporgfarm/homepage.jsp HTTP/1.1" 200 18451
127.0.0.1 - - [29/Mar/2022:20:01:34 +0530] "GET /viporgfarm/myCart.jsp HTTP/1.1" 200 3360
127.0.0.1 - - [29/Mar/2022:20:01:37 +0530] "GET /viporgfarm/myCart.jsp HTTP/1.1" 200 3360
127.0.0.1 - - [29/Mar/2022:20:01:37 +0530] "GET /viporgfarm/myCart.jsp HTTP/1.1" 200 3360
127.0.0.1 - - [29/Mar/2022:20:01:37 +0530] "GET /viporgfarm/myCart.jsp HTTP/1.1" 200 3360
127.0.0.1 - - [29/Mar/2022:20:01:38 +0530] "GET /viporgfarm/myCart.jsp HTTP/1.1" 200 3360
